Season,Team,Name,Rk,G,Date,Age,Tm,Home,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025,TOR,Gradey Dick,1,1.0,2024-10-23,20-338,TOR,1,CLE,L (-30),1,29:16,5,13,0.385,2,6,0.333,4,4,1.0,1,1,2,1,0,2,0,0,16,12.0,-9
2025,TOR,Gradey Dick,2,2.0,2024-10-25,20-340,TOR,1,PHI,W (+8),1,23:58,3,9,0.333,1,4,0.25,1,1,1.0,0,1,1,0,1,0,2,6,8,-0.2,4
2025,TOR,Gradey Dick,3,3.0,2024-10-26,20-341,TOR,0,MIN,L (-11),1,29:31,9,16,0.563,4,9,0.444,3,3,1.0,0,1,1,2,1,0,1,2,25,18.3,-13
2025,TOR,Gradey Dick,4,4.0,2024-10-28,20-343,TOR,1,DEN,L (-2),1,36:39,5,13,0.385,2,7,0.286,3,3,1.0,1,0,1,4,0,1,0,2,15,11.3,-4
2025,TOR,Gradey Dick,5,5.0,2024-10-30,20-345,TOR,0,CHO,L (-5),1,35:38,11,17,0.647,2,6,0.333,6,8,0.75,1,1,2,1,3,0,3,6,30,21.0,12
2025,TOR,Gradey Dick,6,6.0,2024-11-01,20-347,TOR,1,LAL,L (-6),1,31:35,13,26,0.5,5,11,0.455,0,0,,2,5,7,3,1,0,1,2,31,22.2,-4
2025,TOR,Gradey Dick,7,7.0,2024-11-02,20-348,TOR,1,SAC,W (+3),1,37:32,6,17,0.353,3,8,0.375,7,7,1.0,0,5,5,2,2,0,3,0,22,14.4,-3
2025,TOR,Gradey Dick,8,8.0,2024-11-04,20-350,TOR,0,DEN,L (-2),1,35:41,10,20,0.5,4,9,0.444,2,2,1.0,0,2,2,5,3,2,4,0,26,20.5,1
2025,TOR,Gradey Dick,9,9.0,2024-11-06,20-352,TOR,0,SAC,L (-15),1,23:53,3,10,0.3,0,5,0.0,1,2,0.5,1,3,4,2,0,0,0,4,7,2.2,-22
2025,TOR,Gradey Dick,10,10.0,2024-11-09,20-355,TOR,0,LAC,L (-2),1,34:01,5,12,0.417,2,5,0.4,3,4,0.75,0,0,0,2,1,0,0,1,15,10.2,13
2025,TOR,Gradey Dick,11,11.0,2024-11-10,20-356,TOR,0,LAL,L (-20),1,32:48,5,10,0.5,2,3,0.667,2,2,1.0,0,1,1,3,0,0,1,2,14,9.6,-12
2025,TOR,Gradey Dick,12,12.0,2024-11-12,20-358,TOR,0,MIL,L (-14),1,38:01,7,20,0.35,4,10,0.4,14,16,0.875,1,4,5,3,1,0,3,1,32,21.6,-2
2025,TOR,Gradey Dick,13,13.0,2024-11-15,20-361,TOR,1,DET,L (-4),1,35:13,4,17,0.235,1,10,0.1,7,7,1.0,0,5,5,0,0,0,3,1,16,3.8,13
2025,TOR,Gradey Dick,14,14.0,2024-11-16,20-362,TOR,0,BOS,L (-3),1,37:08,3,12,0.25,1,5,0.2,2,2,1.0,1,1,2,5,0,0,1,1,9,4.9,-3
2025,TOR,Gradey Dick,15,15.0,2024-11-18,20-364,TOR,1,IND,W (+11),1,34:31,4,9,0.444,3,6,0.5,4,4,1.0,0,4,4,3,0,0,4,5,15,7.6,18
2025,TOR,Jakob Poeltl,1,1.0,2024-10-23,29-008,TOR,1,CLE,L (-30),1,26:09,2,6,0.333,0,0,,2,4,0.5,3,6,9,2,0,0,5,4,6,0.5,-13
2025,TOR,Jakob Poeltl,2,2.0,2024-10-25,29-010,TOR,1,PHI,W (+8),1,27:24,5,8,0.625,0,0,,9,11,0.818,1,8,9,3,0,4,2,4,19,19.0,7
2025,TOR,Jakob Poeltl,3,3.0,2024-10-26,29-011,TOR,0,MIN,L (-11),1,29:58,4,9,0.444,0,0,,0,0,,3,7,10,3,1,1,2,4,8,7.7,-12
2025,TOR,Jakob Poeltl,4,4.0,2024-10-28,29-013,TOR,1,DEN,L (-2),1,40:11,7,13,0.538,0,0,,2,2,1.0,8,11,19,2,0,1,3,2,16,16.9,-1
2025,TOR,Jakob Poeltl,5,5.0,2024-10-30,29-015,TOR,0,CHO,L (-5),1,35:07,10,14,0.714,0,0,,0,0,,5,11,16,2,2,0,1,4,20,21.8,18
2025,TOR,Jakob Poeltl,6,6.0,2024-11-01,29-017,TOR,1,LAL,L (-6),1,35:06,9,14,0.643,0,0,,1,1,1.0,6,6,12,6,0,3,2,3,19,21.9,-4
2025,TOR,Jakob Poeltl,7,7.0,2024-11-02,29-018,TOR,1,SAC,W (+3),1,33:49,5,8,0.625,0,0,,3,4,0.75,3,6,9,2,2,1,4,6,13,10.6,-16
2025,TOR,Jakob Poeltl,8,8.0,2024-11-04,29-020,TOR,0,DEN,L (-2),1,32:27,11,18,0.611,0,0,,2,4,0.5,6,5,11,3,3,0,2,6,24,21.4,-5
2025,TOR,Jakob Poeltl,9,9.0,2024-11-06,29-022,TOR,0,SAC,L (-15),1,34:37,5,8,0.625,0,0,,0,0,,1,7,8,4,2,0,3,2,10,10.2,-18
2025,TOR,Jakob Poeltl,10,10.0,2024-11-09,29-025,TOR,0,LAC,L (-2),1,30:08,1,6,0.167,0,0,,3,6,0.5,2,10,12,3,0,3,4,2,5,3.8,0
2025,TOR,Jakob Poeltl,11,11.0,2024-11-10,29-026,TOR,0,LAL,L (-20),1,31:08,7,12,0.583,0,0,,0,0,,4,6,10,4,1,0,1,4,14,14.2,-4
2025,TOR,Jakob Poeltl,12,12.0,2024-11-12,29-028,TOR,0,MIL,L (-14),1,28:13,6,13,0.462,0,0,,1,2,0.5,4,4,8,1,3,2,3,4,13,10.4,0
2025,TOR,Jakob Poeltl,13,13.0,2024-11-15,29-031,TOR,1,DET,L (-4),1,35:01,12,20,0.6,0,0,,1,4,0.25,10,8,18,3,1,3,1,4,25,26.6,6
2025,TOR,Jakob Poeltl,14,14.0,2024-11-16,29-032,TOR,0,BOS,L (-3),1,37:14,16,19,0.842,0,0,,3,4,0.75,6,6,12,0,1,0,2,2,35,31.9,-3
2025,TOR,Jakob Poeltl,15,15.0,2024-11-18,29-034,TOR,1,IND,W (+11),1,37:37,13,18,0.722,0,0,,4,6,0.667,4,11,15,2,2,2,6,3,30,25.5,18
2025,TOR,Ochai Agbaji,1,1.0,2024-10-23,24-186,TOR,1,CLE,L (-30),1,25:15,1,1,1.0,0,0,,1,2,0.5,4,2,6,1,1,1,0,2,3,7.3,-18
2025,TOR,Ochai Agbaji,2,2.0,2024-10-25,24-188,TOR,1,PHI,W (+8),1,26:13,5,9,0.556,0,1,0.0,2,2,1.0,3,5,8,1,2,0,1,3,12,11.8,1
2025,TOR,Ochai Agbaji,3,3.0,2024-10-26,24-189,TOR,0,MIN,L (-11),1,30:35,8,12,0.667,3,5,0.6,0,1,0.0,0,2,2,2,2,0,4,2,19,12.6,-15
2025,TOR,Ochai Agbaji,4,4.0,2024-10-28,24-191,TOR,1,DEN,L (-2),0,28:38,6,12,0.5,2,5,0.4,1,2,0.5,3,4,7,0,1,1,0,4,15,12.0,-5
2025,TOR,Ochai Agbaji,5,5.0,2024-10-30,24-193,TOR,0,CHO,L (-5),0,28:49,3,6,0.5,1,3,0.333,3,3,1.0,0,3,3,3,0,2,2,1,10,9.0,-10
2025,TOR,Ochai Agbaji,6,6.0,2024-11-01,24-195,TOR,1,LAL,L (-6),1,33:44,4,9,0.444,0,3,0.0,0,0,,0,2,2,3,1,0,0,4,8,5.4,-5
2025,TOR,Ochai Agbaji,7,7.0,2024-11-02,24-196,TOR,1,SAC,W (+3),1,35:36,9,12,0.75,4,5,0.8,0,0,,0,5,5,2,2,1,1,3,22,20.6,1
2025,TOR,Ochai Agbaji,8,8.0,2024-11-04,24-198,TOR,0,DEN,L (-2),1,32:54,6,11,0.545,2,4,0.5,2,3,0.667,1,4,5,4,2,0,0,3,16,15.8,1
2025,TOR,Ochai Agbaji,9,9.0,2024-11-06,24-200,TOR,0,SAC,L (-15),1,32:21,4,9,0.444,2,7,0.286,2,3,0.667,0,2,2,2,1,0,0,3,12,8.7,-22
2025,TOR,Ochai Agbaji,10,10.0,2024-11-09,24-203,TOR,0,LAC,L (-2),1,36:11,9,14,0.643,3,6,0.5,0,0,,2,5,7,3,2,0,0,3,21,20.6,2
2025,TOR,Ochai Agbaji,11,11.0,2024-11-10,24-204,TOR,0,LAL,L (-20),1,33:22,5,7,0.714,4,5,0.8,2,2,1.0,1,5,6,1,0,1,2,3,16,13.5,-11
2025,TOR,Ochai Agbaji,12,12.0,2024-11-12,24-206,TOR,0,MIL,L (-14),1,34:46,3,8,0.375,2,4,0.5,0,0,,1,6,7,1,2,1,3,3,8,5.3,-1
2025,TOR,Ochai Agbaji,13,13.0,2024-11-15,24-209,TOR,1,DET,L (-4),1,35:33,4,15,0.267,1,5,0.2,0,0,,1,2,3,1,2,0,1,3,9,1.9,-4
2025,TOR,Ochai Agbaji,14,14.0,2024-11-16,24-210,TOR,0,BOS,L (-3),1,39:19,5,13,0.385,3,8,0.375,0,0,,0,6,6,3,0,1,1,1,13,9.1,-4
2025,TOR,Ochai Agbaji,15,15.0,2024-11-18,24-212,TOR,1,IND,W (+11),1,32:51,4,7,0.571,2,3,0.667,1,2,0.5,1,3,4,6,1,3,2,5,11,12.2,12
2025,TOR,Chris Boucher,1,1.0,2024-10-23,31-286,TOR,1,CLE,L (-30),0,19:59,5,9,0.556,4,5,0.8,4,6,0.667,1,1,2,1,1,1,1,1,18,14.9,-17
2025,TOR,Chris Boucher,2,2.0,2024-10-25,31-288,TOR,1,PHI,W (+8),0,19:16,0,5,0.0,0,4,0.0,4,4,1.0,0,3,3,1,2,4,1,0,4,5.9,5
2025,TOR,Chris Boucher,3,3.0,2024-10-26,31-289,TOR,0,MIN,L (-11),0,15:59,2,8,0.25,0,4,0.0,0,2,0.0,1,8,9,0,0,0,0,2,4,0.7,6
2025,TOR,Chris Boucher,4,4.0,2024-10-28,31-291,TOR,1,DEN,L (-2),0,13:31,2,6,0.333,0,2,0.0,0,0,,1,2,3,0,0,1,0,2,4,1.8,3
2025,TOR,Chris Boucher,5,5.0,2024-10-30,31-293,TOR,0,CHO,L (-5),0,16:46,6,10,0.6,1,4,0.25,0,0,,1,3,4,1,0,1,1,1,13,10.0,4
2025,TOR,Chris Boucher,6,6.0,2024-11-01,31-295,TOR,1,LAL,L (-6),0,13:56,3,6,0.5,0,3,0.0,3,4,0.75,0,2,2,1,0,0,0,3,9,5.7,-13
2025,TOR,Chris Boucher,7,7.0,2024-11-02,31-296,TOR,1,SAC,W (+3),0,24:57,9,13,0.692,4,6,0.667,2,3,0.667,0,5,5,1,0,0,0,1,24,19.9,13
2025,TOR,Chris Boucher,8,8.0,2024-11-04,31-298,TOR,0,DEN,L (-2),0,13:45,1,3,0.333,0,1,0.0,0,0,,1,3,4,1,1,1,2,1,2,1.9,-2
2025,TOR,Chris Boucher,9,9.0,2024-11-06,31-300,TOR,0,SAC,L (-15),0,24:32,7,11,0.636,3,6,0.5,0,0,,1,3,4,0,0,0,0,1,17,13.3,-1
2025,TOR,Chris Boucher,10,10.0,2024-11-09,31-303,TOR,0,LAC,L (-2),0,24:00,6,12,0.5,0,4,0.0,2,3,0.667,3,3,6,0,1,0,0,2,14,10.8,0
2025,TOR,Chris Boucher,11,11.0,2024-11-10,31-304,TOR,0,LAL,L (-20),0,19:59,6,9,0.667,2,4,0.5,4,5,0.8,2,3,5,3,1,0,1,0,18,18.1,-7
2025,TOR,Chris Boucher,12,12.0,2024-11-12,31-306,TOR,0,MIL,L (-14),0,20:27,5,12,0.417,2,5,0.4,0,0,,2,3,5,0,0,0,1,0,12,6.9,-11
2025,TOR,Chris Boucher,13,13.0,2024-11-15,31-309,TOR,1,DET,L (-4),0,13:58,1,5,0.2,0,2,0.0,0,0,,1,6,7,1,0,2,2,0,2,1.5,-10
2025,TOR,Chris Boucher,14,14.0,2024-11-16,31-310,TOR,0,BOS,L (-3),0,19:40,5,6,0.833,2,3,0.667,3,3,1.0,4,1,5,0,0,0,1,1,15,14.5,0
2025,TOR,Chris Boucher,15,15.0,2024-11-18,31-312,TOR,1,IND,W (+11),0,18:24,2,4,0.5,0,2,0.0,0,0,,1,6,7,0,0,3,0,0,4,6.6,-10
2025,TOR,Davion Mitchell,1,1.0,2024-10-23,26-048,TOR,1,CLE,L (-30),0,24:33,4,10,0.4,0,3,0.0,0,0,,0,0,0,3,2,0,5,0,8,1.7,-20
2025,TOR,Davion Mitchell,2,2.0,2024-10-25,26-050,TOR,1,PHI,W (+8),1,19:18,3,5,0.6,2,4,0.5,0,0,,0,3,3,3,0,0,3,6,8,3.3,5
2025,TOR,Davion Mitchell,3,3.0,2024-10-26,26-051,TOR,0,MIN,L (-11),1,28:48,0,5,0.0,0,1,0.0,0,0,,0,2,2,8,1,1,0,2,0,3.6,-12
2025,TOR,Davion Mitchell,4,4.0,2024-10-28,26-053,TOR,1,DEN,L (-2),1,35:17,5,10,0.5,3,6,0.5,3,4,0.75,1,1,2,6,0,1,4,3,16,11.3,0
2025,TOR,Davion Mitchell,5,5.0,2024-10-30,26-055,TOR,0,CHO,L (-5),1,28:26,5,11,0.455,0,5,0.0,1,2,0.5,1,1,2,11,0,0,2,4,11,10.0,-5
2025,TOR,Davion Mitchell,6,6.0,2024-11-01,26-057,TOR,1,LAL,L (-6),1,30:56,4,9,0.444,2,6,0.333,0,0,,0,3,3,5,0,2,3,4,10,6.5,-2
2025,TOR,Davion Mitchell,7,7.0,2024-11-02,26-058,TOR,1,SAC,W (+3),1,37:05,2,6,0.333,0,2,0.0,0,0,,0,4,4,7,5,0,5,4,4,5.1,0
2025,TOR,Davion Mitchell,8,8.0,2024-11-04,26-060,TOR,0,DEN,L (-2),1,30:26,5,11,0.455,2,7,0.286,1,1,1.0,0,1,1,8,1,0,0,2,13,13.4,-1
2025,TOR,Davion Mitchell,9,9.0,2024-11-06,26-062,TOR,0,SAC,L (-15),1,32:22,8,11,0.727,2,3,0.667,2,2,1.0,1,2,3,6,1,0,1,2,20,20.2,-14
2025,TOR,Davion Mitchell,10,10.0,2024-11-09,26-065,TOR,0,LAC,L (-2),0,21:56,2,9,0.222,1,5,0.2,2,4,0.5,2,2,4,4,0,0,0,2,7,4.7,2
2025,TOR,Davion Mitchell,11,11.0,2024-11-10,26-066,TOR,0,LAL,L (-20),0,18:32,1,5,0.2,0,3,0.0,0,0,,2,2,4,5,0,0,1,4,2,1.8,-7
2025,TOR,Davion Mitchell,12,12.0,2024-11-12,26-068,TOR,0,MIL,L (-14),1,33:10,0,2,0.0,0,0,,1,2,0.5,0,4,4,8,1,0,3,1,1,3.6,1
2025,TOR,Davion Mitchell,13,13.0,2024-11-15,26-071,TOR,1,DET,L (-4),1,32:49,2,9,0.222,1,2,0.5,0,0,,1,5,6,5,3,0,2,1,5,5.8,9
2025,TOR,Davion Mitchell,14,14.0,2024-11-16,26-072,TOR,0,BOS,L (-3),1,32:15,4,5,0.8,1,2,0.5,1,1,1.0,1,2,3,5,1,0,0,4,10,12.3,0
2025,TOR,Davion Mitchell,15,15.0,2024-11-18,26-074,TOR,1,IND,W (+11),1,32:36,4,7,0.571,1,2,0.5,2,2,1.0,0,0,0,4,0,0,3,5,11,5.5,26
2025,TOR,Jamal Shead,1,1.0,2024-10-23,22-121,TOR,1,CLE,L (-30),0,18:43,3,7,0.429,1,4,0.25,3,3,1.0,0,1,1,4,1,1,2,2,10,8.3,-21
2025,TOR,Jamal Shead,2,2.0,2024-10-25,22-123,TOR,1,PHI,W (+8),0,25:29,4,11,0.364,1,2,0.5,2,2,1.0,0,2,2,5,0,0,7,2,11,1.2,-14
2025,TOR,Jamal Shead,3,3.0,2024-10-26,22-124,TOR,0,MIN,L (-11),0,18:53,2,4,0.5,1,2,0.5,0,0,,0,0,0,5,0,0,1,2,5,4.7,-1
2025,TOR,Jamal Shead,4,4.0,2024-10-28,22-126,TOR,1,DEN,L (-2),0,18:06,4,8,0.5,0,2,0.0,0,0,,0,1,1,5,1,0,1,3,8,6.6,0
2025,TOR,Jamal Shead,5,5.0,2024-10-30,22-128,TOR,0,CHO,L (-5),0,19:34,2,6,0.333,1,2,0.5,2,3,0.667,1,1,2,9,1,0,1,1,7,10.1,0
2025,TOR,Jamal Shead,6,6.0,2024-11-01,22-130,TOR,1,LAL,L (-6),0,14:48,2,7,0.286,0,3,0.0,0,0,,0,1,1,1,0,0,1,2,4,-0.9,-6
2025,TOR,Jamal Shead,7,7.0,2024-11-02,22-131,TOR,1,SAC,W (+3),0,14:04,0,3,0.0,0,1,0.0,0,0,,0,0,0,6,0,0,1,2,0,0.3,-2
2025,TOR,Jamal Shead,8,8.0,2024-11-04,22-133,TOR,0,DEN,L (-2),0,17:27,3,4,0.75,1,1,1.0,1,1,1.0,0,2,2,3,1,0,0,4,8,8.5,-2
2025,TOR,Jamal Shead,9,9.0,2024-11-06,22-135,TOR,0,SAC,L (-15),0,15:47,2,5,0.4,0,1,0.0,1,1,1.0,0,1,1,2,0,1,1,2,5,2.9,-1
2025,TOR,Jamal Shead,10,10.0,2024-11-09,22-138,TOR,0,LAC,L (-2),0,5:23,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-5
2025,TOR,Jamal Shead,11,11.0,2024-11-10,22-139,TOR,0,LAL,L (-20),0,9:09,1,4,0.25,0,2,0.0,0,0,,0,0,0,1,0,0,3,1,2,-3.1,3
2025,TOR,Jamal Shead,12,12.0,2024-11-12,22-141,TOR,0,MIL,L (-14),0,12:14,0,2,0.0,0,1,0.0,0,0,,0,1,1,2,1,0,2,0,0,-0.7,-12
2025,TOR,Jamal Shead,13,13.0,2024-11-15,22-144,TOR,1,DET,L (-4),0,10:28,2,4,0.5,0,1,0.0,0,0,,0,1,1,1,0,0,0,2,4,2.2,-17
2025,TOR,Jamal Shead,14,14.0,2024-11-16,22-145,TOR,0,BOS,L (-3),0,20:45,3,9,0.333,0,1,0.0,0,0,,0,1,1,4,0,0,1,3,6,1.8,-3
2025,TOR,Jamal Shead,15,15.0,2024-11-18,22-147,TOR,1,IND,W (+11),0,13:59,2,5,0.4,0,2,0.0,0,2,0.0,0,0,0,2,0,0,3,2,4,-1.9,-15
2025,TOR,Jonathan Mogbo,1,1.0,2024-10-23,22-360,TOR,1,CLE,L (-30),0,11:13,2,4,0.5,1,2,0.5,2,2,1.0,0,0,0,0,1,0,0,1,7,5.6,-4
2025,TOR,Jonathan Mogbo,2,2.0,2024-10-25,22-362,TOR,1,PHI,W (+8),0,23:46,3,8,0.375,0,1,0.0,6,7,0.857,5,4,9,5,2,3,2,2,12,16.7,21
2025,TOR,Jonathan Mogbo,3,3.0,2024-10-26,22-363,TOR,0,MIN,L (-11),0,8:54,1,3,0.333,0,0,,0,0,,1,2,3,1,2,0,1,1,2,2.9,-3
2025,TOR,Jonathan Mogbo,4,4.0,2024-10-28,22-365,TOR,1,DEN,L (-2),0,13:36,1,2,0.5,0,1,0.0,4,4,1.0,0,3,3,1,0,0,1,2,6,4.8,2
2025,TOR,Jonathan Mogbo,5,5.0,2024-10-30,23-001,TOR,0,CHO,L (-5),1,25:17,5,7,0.714,0,0,,1,2,0.5,2,2,4,2,1,2,1,2,11,11.7,-9
2025,TOR,Jonathan Mogbo,6,6.0,2024-11-01,23-003,TOR,1,LAL,L (-6),0,20:57,2,6,0.333,0,1,0.0,2,3,0.667,4,2,6,3,2,0,0,5,6,7.7,-3
2025,TOR,Jonathan Mogbo,7,7.0,2024-11-02,23-004,TOR,1,SAC,W (+3),0,16:15,2,3,0.667,0,0,,2,4,0.5,5,1,6,1,1,1,3,6,6,4.7,17
2025,TOR,Jonathan Mogbo,8,8.0,2024-11-04,23-006,TOR,0,DEN,L (-2),0,20:34,2,4,0.5,0,0,,0,2,0.0,3,3,6,2,0,0,0,2,4,4.8,-4
2025,TOR,Jonathan Mogbo,9,9.0,2024-11-06,23-008,TOR,0,SAC,L (-15),0,18:05,2,3,0.667,0,1,0.0,1,2,0.5,4,1,5,3,1,0,1,3,5,7.3,4
2025,TOR,Jonathan Mogbo,10,10.0,2024-11-09,23-011,TOR,0,LAC,L (-2),0,9:19,0,0,,0,0,,0,0,,1,1,2,3,1,0,1,1,0,2.7,-11
2025,TOR,Jonathan Mogbo,11,11.0,2024-11-10,23-012,TOR,0,LAL,L (-20),0,8:03,1,2,0.5,0,0,,1,1,1.0,1,2,3,0,0,0,0,1,3,2.9,-6
2025,TOR,Jonathan Mogbo,12,12.0,2024-11-12,23-014,TOR,0,MIL,L (-14),0,10:38,0,1,0.0,0,0,,0,0,,2,0,2,0,1,1,1,1,0,1.0,-11
2025,TOR,Jonathan Mogbo,13,13.0,2024-11-15,23-017,TOR,1,DET,L (-4),0,16:00,0,3,0.0,0,1,0.0,0,0,,1,3,4,2,1,0,1,0,0,0.9,-6
2025,TOR,Jonathan Mogbo,14,14.0,2024-11-16,23-018,TOR,0,BOS,L (-3),0,16:42,1,2,0.5,0,0,,1,2,0.5,2,3,5,0,0,0,0,3,3,2.7,-3
2025,TOR,Jonathan Mogbo,15,15.0,2024-11-18,23-020,TOR,1,IND,W (+11),0,12:36,2,3,0.667,0,0,,0,0,,3,0,3,1,0,0,0,0,4,5.5,-11
2025,TOR,Jamison Battle,1,1.0,2024-10-23,23-166,TOR,1,CLE,L (-30),0,16:22,2,4,.500,2,4,.500,0,0,,0,2,2,1,0,1,0,1,6,5.6,0
2025,TOR,Jamison Battle,2,2.0,2024-10-25,23-168,TOR,1,PHI,W (+8),0,14:44,4,5,.800,2,3,.667,2,4,.500,3,3,6,0,0,0,0,6,12,9.9,+4
2025,TOR,Jamison Battle,3,3.0,2024-10-26,23-169,TOR,0,MIN,L (-11),0,18:48,3,8,.375,1,4,.250,2,2,1.000,2,4,6,1,0,0,0,0,9,7.9,+4
2025,TOR,Jamison Battle,4,4.0,2024-10-28,23-171,TOR,1,DEN,L (-2),0,12:08,1,3,.333,0,2,.000,2,2,1.000,1,0,1,0,0,1,0,3,4,2.5,+3
2025,TOR,Jamison Battle,5,5.0,2024-10-30,23-173,TOR,0,CHO,L (-5),0,14:03,0,2,.000,0,2,.000,0,0,,0,3,3,0,0,0,0,2,0,-1.3,-19
2025,TOR,Jamison Battle,6,,2024-11-01,23-175,TOR,1,LAL,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
